City,County,Name,Phone,Street1,full_address,latitude,longitude
Clinton,Van Buren,American Home Pharmacy,501-745-4266,129 Bone Street,"129 Bone Street, Clinton, Van Buren, AR",35.59753498991097,-92.46073116647553
Little Rock,Pulaski,Arch Street Pharmacy,501-261-7181,11200 Arch Street,"11200 Arch Street, Little Rock, Pulaski, AR",34.70796972683128,-92.2810743677674
Conway,Faulkner,Heartland Pharmacy Conway,501-450-0000,2235 Dave Ward Dr,"2235 Dave Ward Dr, Conway, Faulkner, AR",35.069685699999994,-92.45829321826744
Cabot,Lonoke,heartland Pharmacy Cabot,501-941-4400,2006 S Pine,"2006 S Pine, Cabot, Lonoke, AR",34.9438708,-92.0091479
Mountain Home,Baxter,Heartland Pharmacy Mountain Home,870-425-2221,200 E 7th St,"200 E 7th St, Mountain Home, Baxter, AR",36.3346539,-92.3835927
Little Rock,Pulaski,Heartland Pharmacy Markham,501-904-4299,11414 W Markham St,"11414 W Markham St, Little Rock, Pulaski, AR",34.754080433738835,-92.40218298525546
Gentry,Benton,Heartland Pharmacy Gentry,479-525-6200,560 S Gentry Blvd,"560 S Gentry Blvd, Gentry, Benton, AR",36.26268193291384,-94.48244422014234
Mansfield,Scott,Heartland Pharmacy Mansfield,479-269-6161,607 Hwy 71 East,"607 Hwy 71 East, Mansfield, Scott, AR",35.063015,-94.244614
Springdale,Washington,Heartland Pharmacy Springdale,479-751-2072,701 S Thompson St,"701 S Thompson St, Springdale, Washington, AR",36.1784964,-94.13839827622964
Rogers,Benton,Heartland Pharmacy Rogers,479-631-0204,1735 W Walnut St,"1735 W Walnut St, Rogers, Benton, AR",36.3343339,-94.1424228
Fayetteville,Washington,Heartland Pharmacy Fayetteville,479-444-7200,1450 E Zion Road,"1450 E Zion Road, Fayetteville, Washington, AR",36.129729,-94.13828593037728
Bryant,Saline,Cornerstone Pharmacy Bryant,501-481-8964,2203 N Reynolds Road,"2203 N Reynolds Road, Bryant, Saline, AR",34.614828,-92.498448
Little Rock,Pulaski,Cornerstone Pharmacy Rodney Parham,501-223-2224,4220 N Rodney Parham Road,"4220 N Rodney Parham Road, Little Rock, Pulaski, AR",34.79040173866314,-92.39770951583333
Van Buren,Crawford,Arkansas Occupational Health Center- Van Buren,479-262-2724,2010 Chestnut Street,"2010 Chestnut Street, Van Buren, Crawford, AR",35.43460564068693,-94.34536491954611
Russellville,Pope,Arkansas Occupational Health Center-Russellville,479-219-5190,821 West 2nd Court,"821 West 2nd Court, Russellville, Pope, AR",35.278448,-93.14287315
Springdale,Benton,Arkansas Occupational Health Center- Springdale,479-725-3000,4001 Wagon Wheel Rd,"4001 Wagon Wheel Rd, Springdale, Benton, AR",36.2255052,-94.1730118
De Queen,Sevier,Leopard Care Clinic,870-642-5488,167 School Drive,"167 School Drive, De Queen, Sevier, AR",34.02980718921591,-94.356416
De Queen,Sevier,Randy D Walker MD PLLC,870-584-3000,1553 West Collin Raye Drive,"1553 West Collin Raye Drive, De Queen, Sevier, AR",34.0451984104454,-94.37420117794684
Malvern,Hot Spring,Higginbotham Family Clinic,501-337-9994,"1002 Schneider Dr., Ste 1004","1002 Schneider Dr., Ste 1004, Malvern, Hot Spring, AR",34.360622139261366,-92.78566997029412
Pocahontas,Randolph,Futrell Pharmacy Inc,870-892-5615,115 East Broadway Street,"115 East Broadway Street, Pocahontas, Randolph, AR",36.26076265,-90.9696693
Mammoth Spring,Fulton,Palace Drug,870-625-3222,270 Main Street,"270 Main Street, Mammoth Spring, Fulton, AR",36.49294825104752,-91.56238163138283
Fort Smith,Sebastian,Johnson Dermatology,479-649-3376,5921 Riley Park,"5921 Riley Park, Fort Smith, Sebastian, AR",35.27167983388555,-94.37019008062944
Little Rock,Pulaski,Little Rock Family Practice Central,501-664-4810,701 North University,"701 North University, Little Rock, Pulaski, AR",34.758024,-92.34027
Little Rock,Pulaski,Little Rock Family Practice West,501-228-7200,4208 North Rodney Parham,"4208 North Rodney Parham, Little Rock, Pulaski, AR",34.7715184,-92.3957528
Rogers,Benton,"Brian T. Hyatt, MD, PLLC d/b/a Pinnacle Premier Psychiatry",479-366-0850,3300 S. Market St.,"3300 S. Market St., Rogers, Benton, AR",36.30727063233924,-94.18841200356744
Rogers,Benton,"Woodland Research, NW",479-927-3000,609 W. Dyke Road,"609 W. Dyke Road, Rogers, Benton, AR",36.30760656140351,-94.12448433333334
Forrest City,St. Francis,Dr Kumars medical clinic,870-633-5016,2801 lindauer road,"2801 lindauer road, Forrest City, St. Francis, AR",35.014996,-90.770743
Little Rock,Pulaski,Health and Wellness of AR,501-779-8554,8114 Cantrell Rd,"8114 Cantrell Rd, Little Rock, Pulaski, AR",34.7768483016773,-92.36491258232944
Rogers,Benton,Northwest Arkansas Family Medicine and Obstetrics,479-282-2737,5302 W Village Pkwy,"5302 W Village Pkwy, Rogers, Benton, AR",36.3165415,-94.1911313
Blytheville,Mississippi,Adult Medicine Clinic of Blytheville,870-762-5800,519 North 6th Street,"519 North 6th Street, Blytheville, Mississippi, AR",35.931548,-89.910074
Pocahontas,Randolph,"Pocahontas Medical Clinic, PA",870-892-4467,2901 Medical Center Drive,"2901 Medical Center Drive, Pocahontas, Randolph, AR",36.29038482418138,-90.9972220463126
Marion,Crittenden,Mitchell Family Medicine,870-739-8670,924 State Hwy 77,"924 State Hwy 77, Marion, Crittenden, AR",35.18005,-90.184001
Little Rock,Pulaski,West Little Rock Women's Center,501-907-6699,12921 Cantrell Rd,"12921 Cantrell Rd, Little Rock, Pulaski, AR",34.79608381934737,-92.40314313585417
Mountain Home,Baxter,"North Central Arkansas Medical Associates, PA",870-425-3131,614 North Town,"614 North Town, Mountain Home, Baxter, AR",36.3465004,-92.3852581
Mena,Polk,First Care Family Medicine - Mena PLLC,479-394-1500,1706 Hwy 71 North,"1706 Hwy 71 North, Mena, Polk, AR",33.115043,-91.958489
Lonoke,Lonoke,Lyons Drug Store,501-676-2247,115 West Front St.,"115 West Front St., Lonoke, Lonoke, AR",34.78382428571428,-91.90033614285714
Rogers,Benton,Direct Care Clinic of Northwest Arkansas,479-268-4504,2104 S. 54th St,"2104 S. 54th St, Rogers, Benton, AR",36.3157122,-94.1945155
Conway,Faulkner,Freeman Family Medicine,501-327-0110,600 Club Lane,"600 Club Lane, Conway, Faulkner, AR",35.087494848019475,-92.47428948699196
El Dorado,Union,"South Arkansas Womens Clinic, PLC",870-863-8444,706 W Grove St,"706 W Grove St, El Dorado, Union, AR",33.21829945918368,-92.6728986734694
Glenwood,Pike,Glenwood Family Medicine,870-356-4801,248 Hwy 70 East,"248 Hwy 70 East, Glenwood, Pike, AR",33.617625,-91.795874
Hot Springs,Garland,Hamilton West Family Medicine,501-767-0075,1629 Airport Road,"1629 Airport Road, Hot Springs, Garland, AR",34.467121898907855,-93.14141655377888
Malvern,Hot Spring,First Care Malvern School-Based Community Clinic,501-332-7525,1517 South Main Street,"1517 South Main Street, Malvern, Hot Spring, AR",34.355411227805384,-92.80699172082616
Hot Springs,Garland,FirstCare Walk-in Clinic,501-651-4500,120 Adcock Road,"120 Adcock Road, Hot Springs, Garland, AR",34.466899,-93.140142
Hot Springs,Garland,Lakeside Family Medicine,501-624-0070,124 Hollywood Avenue,"124 Hollywood Avenue, Hot Springs, Garland, AR",34.487286355019265,-93.0370038382884
Hot Springs,Garland,Lake Hamilton Family Medicine,501-651-4300,1661 Airport Road,"1661 Airport Road, Hot Springs, Garland, AR",34.46629752885826,-93.14267974269022
Hot Springs,Garland,Fountain Lake Family Medicine,501-623-7900,4517 Park Avenue,"4517 Park Avenue, Hot Springs, Garland, AR",34.57679781219941,-92.983915107786
Hot Springs,Garland,West Gate Family Medicine,501-767-1144,2266 Albert Pike Road,"2266 Albert Pike Road, Hot Springs, Garland, AR",34.49209882083709,-93.10407433107548
Arkadelphia,Clark,Bray Family Medicine,870-464-1515,303 Professional Park Drive,"303 Professional Park Drive, Arkadelphia, Clark, AR",34.121724,-93.088963
Fort Smith,Sebastian,Advanced Interventional Pain & Diagnostics,479-651-6211,7303 Rogers Ave,"7303 Rogers Ave, Fort Smith, Sebastian, AR",35.35337510425146,-94.35216110446989
LITTLE ROCK,Pulaski,CORNERSTONE PHARMACY OTTER CREEK,501-455-1900,10320 STAGECOACH RD,"10320 STAGECOACH RD, LITTLE ROCK, Pulaski, AR",34.657567799999995,-92.427603125
West Memphis,Arkansas,Hashmi Medical Associates PLLC,870-394-9149,710 N Missouri St,"710 N Missouri St, West Memphis, Arkansas, AR",35.15399915458044,-90.184861
Jonesboro,Craighead,Jonesboro Internal Medicine Clinic,870-932-2221,3202 Methodist Drive,"3202 Methodist Drive, Jonesboro, Craighead, AR",35.80967575510204,-90.66448491836736
Pine Bluff,Jefferson,"James A. Campbell, Jr MD & Associates PC",870-535-7070,1706 W 42nd Avenue,"1706 W 42nd Avenue, Pine Bluff, Jefferson, AR",34.18642194172124,-92.01848826894664
Mountain View,Stone,Stone County Medical Center,870-262-5005,2106 East Main St,"2106 East Main St, Mountain View, Stone, AR",35.85673475,-92.08295672066431
Batesville,Independence,White River Medical Center,870-262-1273,1710 Harrison St,"1710 Harrison St, Batesville, Independence, AR",35.767636800000005,-91.63488520473206
Harrison,Boone,NARMC Family Doctor's Clinic,870-741-8286,520 N Spring St,"520 N Spring St, Harrison, Boone, AR",36.23471071904188,-93.10982785908242
Harrison,Boone,NARMC Medicine Group,870-365-0850,724 N Spring St,"724 N Spring St, Harrison, Boone, AR",36.23662038895536,-93.10980797773551
Jasper,Newton,Newton County Family Practice,870-446-2203,502 W Court St,"502 W Court St, Jasper, Newton, AR",36.00661540550666,-93.1913901268032
Harrison,Boone,NARMC Internal Medicine,870-743-2448,724 N Spring St,"724 N Spring St, Harrison, Boone, AR",36.23662038895536,-93.10980797773551
Marshall,Searcy,Marshall Family Practice,870-448-3327,211 Airport Rd,"211 Airport Rd, Marshall, Searcy, AR",35.90325694043638,-92.65839976348164
Lead Hill,Boone,Claude Parrish Community Health Center,870-436-5271,131 E  AR 14,"131 E  AR 14, Lead Hill, Boone, AR",36.412805212100906,-92.90695663918076
Harrison,Boone,NARMC MEDI-QUICK PHARMACY,870-741-2500,724 N Spring St,"724 N Spring St, Harrison, Boone, AR",36.23662038895536,-93.10980797773551
Lead Hill,Boone,CLAUDE PARRISH COMMUNITY HEALTH CLINIC,870-436-5271,131 AR 14,"131 AR 14, Lead Hill, Boone, AR",36.410773975611455,-92.90569500085984
Jasper,Newton,NEWTON COUNTY FAMILY PRACTICE,870-446-2203,502 W Court St,"502 W Court St, Jasper, Newton, AR",36.00661540550666,-93.1913901268032
Harrison,Boone,North Arkansas Regional Medical Center,870-414-4017,620 N Main Street,"620 N Main Street, Harrison, Boone, AR",36.23582318367347,-93.10725648979592
Hope,Hempstead,Premier Central Inc,870-777-6002,900 S Main St,"900 S Main St, Hope, Hempstead, AR",33.66123738259829,-93.58969775163622
Conway,Faulkner,Central Arkansas Pediatrics,501-328-0055,3010 Fountain Drive,"3010 Fountain Drive, Conway, Faulkner, AR",35.08574339361923,-92.47209688794148
Salem,Fulton,Palace Drug of Salem,870-895-3811,106 Hwy 62 W,"106 Hwy 62 W, Salem, Fulton, AR",33.822307,-93.89461
Fayetteville,Washington,HIGHLANDS ONCOLOGY GROUP- FAYETTEVILLE,479-587-1700,3232 N. North Hills Blvd.,"3232 N. North Hills Blvd., Fayetteville, Washington, AR",34.247062,-92.060924
Springdale,Benton,"Highlands Oncology Group, PA",479-587-1700,808 S 52nd Street,"808 S 52nd Street, Springdale, Benton, AR",34.569559,-92.57745
Springdale,Washington,"Highlands Oncology Group, PA",479-587-1700,3901 Parkway Circle,"3901 Parkway Circle, Springdale, Washington, AR",36.150992,-94.189128
Palestine,St. Francis,Palestine Family Pharmacy,870-970-0200,411 Main Street,"411 Main Street, Palestine, St. Francis, AR",34.97259746922875,-90.9017831824628
LITTLE ROCK,Pulaski,ANIL K BADHWAR M.D PA,501-455-7003,11321 I-30,"11321 I-30, LITTLE ROCK, Pulaski, AR",34.6702083,-92.38061305
De Queen,Sevier,Lofton Family Clinic,870-642-4000,203 W De Queen Ave,"203 W De Queen Ave, De Queen, Sevier, AR",34.037532,-94.339241
Beebe,White,Burrow's Drug,501-882-5425,45 Highway 64 West,"45 Highway 64 West, Beebe, White, AR",35.068841,-91.923566
Little Rock,Pulaski,Park West Pharmacy,501-224-3499,904 Autumn Road,"904 Autumn Road, Little Rock, Pulaski, AR",34.74692404081633,-92.40269709183674
Cherokee Village,Sharp,Econo-Med Pharmacy,870-856-4696,1 Choctaw Ctr,"1 Choctaw Ctr, Cherokee Village, Sharp, AR",36.26119,-91.54698
BELLA VISTA,Benton,CORNERSTONE PHARMACY OF BELLA VISTA,479-876-6200,1 MERCY WAY,"1 MERCY WAY, BELLA VISTA, Benton, AR",36.4375307,-94.2325898456113
Little Rock,Pulaski,Arkansas Fertility & Gynecology,501-801-1200,9101 Kanis Road,"9101 Kanis Road, Little Rock, Pulaski, AR",34.74067895,-92.37623805419562
Salem,Arkansas,"Paul David Kauffman, MD (SALEM FAMILY CLINIC)",870-895-2541,507 North Main St,"507 North Main St, Salem, Arkansas, AR",36.38238679723425,-91.81377688269971
CONWAY,Faulkner,TILLEY FAMILY MEDICINE,501-327-1150,495 HOGAN LANE,"495 HOGAN LANE, CONWAY, Faulkner, AR",35.08464403072453,-92.4982832687131
North Little Rock,Pulaski,Oak Grove Pharmacy,501-851-3636,11114 MacArthur Drive,"11114 MacArthur Drive, North Little Rock, Pulaski, AR",34.804711631903075,-92.29136792950725
Sheridan,Grant,McCoy Tygart Drug,870-942-5121,821 N Rock St,"821 N Rock St, Sheridan, Grant, AR",34.31428474937226,-92.39793281115604
Little Rock,Pulaski,"Cornerstone Pharmacy Main, LLC",501-246-5451,1701 Main Street,"1701 Main Street, Little Rock, Pulaski, AR",34.732278,-92.273336
Helena,Phillips,Cypert Ridge Family Practice,870-338-8312,812 B Newman Drive,"812 B Newman Drive, Helena, Phillips, AR",34.51525725438675,-90.6208196676736
Sheridan,Grant,Sheridan Family Pharmacy,870-484-4488,677 Heritage Dr,"677 Heritage Dr, Sheridan, Grant, AR",33.903929,-91.496049
Glenwood,Pike,Buck's Pharmacy,870-356-2288,408 N 1st Street,"408 N 1st Street, Glenwood, Pike, AR",34.328039,-93.553293
El Dorado,Union,SAMA Healthcare Services,870-862-2400,600 S Timberlane,"600 S Timberlane, El Dorado, Union, AR",33.20664983179883,-92.68709584296566
Bentonville,Benton,Premier Dermatology,479-273-3376,901 SE Plaza,"901 SE Plaza, Bentonville, Benton, AR",36.334107,-94.199268
Mountain View,Stone,Best Drug Store,870-269-4329,100 Case Commons Dr,"100 Case Commons Dr, Mountain View, Stone, AR",35.860177,-92.089808
Little Rock,Pulaski,Arkansas Diagnostic Center,501-227-7688,8908 Kanis Road,"8908 Kanis Road, Little Rock, Pulaski, AR",34.741595674700314,-92.3568796608397
conway,Faulkner,conway medcare pharmacy,501-358-3498,2521 college ave,"2521 college ave, conway, Faulkner, AR",35.08482657685882,-92.46336311893047
monticello,Drew,The Prescription Pad Pharmacy,870-367-4227,539 highway 425 south,"539 highway 425 south, monticello, Drew, AR",33.618269,-91.800479
Camden,Ouachita,NEAT RX Inc. dba Camden Drug,870-836-9303,1005 W Washington,"1005 W Washington, Camden, Ouachita, AR",33.584641,-92.847168
Conway,Faulkner,Arkansas Pediatrics of Conway,501-329-1800,2710 College Ave.,"2710 College Ave., Conway, Faulkner, AR",35.08509177777778,-92.46747194444444
Malvern,Hot Spring,Haskell Family Medical Clinic,501-337-5678,1003 Schneider Drive,"1003 Schneider Drive, Malvern, Hot Spring, AR",34.36061885632453,-92.78566998498287
Malvern,Hot Spring,Tilley Diagnostic Clinic,501-337-5678,1003 Schneider Drive,"1003 Schneider Drive, Malvern, Hot Spring, AR",34.36061885632453,-92.78566998498287
McGehee,Desha,Sav-Mart Pharmacy,870-222-6676,1007 Hwy 65 S,"1007 Hwy 65 S, McGehee, Desha, AR",33.602742,-91.382287
Little Rock,Pulaski,Arkansas Urology,501-219-8900,1300 Centerview Drive,"1300 Centerview Drive, Little Rock, Pulaski, AR",34.741804,-92.401682
Monticello,Drew,City Drug,870-367-5301,201 East Gaines,"201 East Gaines, Monticello, Drew, AR",33.629164,-91.7897708
Warren,Bradley,Gannaway Drug Store,870-226-3751,101 N Main,"101 N Main, Warren, Bradley, AR",33.06,-91.573606
Morrilton,Conway,Health-Care Pharmacy,501-354-1460,10 Hospital Drive,"10 Hospital Drive, Morrilton, Conway, AR",35.16757866521071,-92.7202730954937
Batesville,Independence,Bryant's Pharmacy & Health Care Center,870-793-3999,2000 Harrison St,"2000 Harrison St, Batesville, Independence, AR",35.76945,-91.631298
Forrest City,St. Francis,Forrest City Family Pharmacy,870-581-9029,2307 N Washington,"2307 N Washington, Forrest City, St. Francis, AR",35.031242938291605,-90.78982694671886
Conway,Arkansas,"Bowlin-Cummins, PA, DBA Banister-Lieblong Clinic",501-329-3824,2425 Dave Ward Drive,"2425 Dave Ward Drive, Conway, Arkansas, AR",35.06899195,-92.46262625971237
Jonesboro,Craighead,The Childrens Clinic- Jonesboro,879-935-6012,800 S Church St,"800 S Church St, Jonesboro, Craighead, AR",35.83634539772727,-90.70400353409092
North Little Rock,Pulaski,"Arkansas Gastroenterology, PA",501-945-3343,3401 Springhill Dr,"3401 Springhill Dr, North Little Rock, Pulaski, AR",34.784106,-92.218784
Newport,Jackson,Unity Health Newport Family Medical Clinic,870-523-1022,1200 McLain St,"1200 McLain St, Newport, Jackson, AR",35.608008,-91.265217
Newport,Jackson,Unity Health Harris Family Practice,870-495-1349,1200 McLain,"1200 McLain, Newport, Jackson, AR",35.608008,-91.265217
Newport,Jackson,Unity Health Green Family Practice,870-523-0193,1200 McLain St,"1200 McLain St, Newport, Jackson, AR",35.608008,-91.265217
Newport,Jackson,Unity Health Newport Primary Care Clinic,870-523-2320,"1200 McLain St, Ste B","1200 McLain St, Ste B, Newport, Jackson, AR",35.607712,-91.26454
Newport,Jackson,Unity Health Harris OB/GYN Clinic,870-523-3289,1201 McLain Street,"1201 McLain Street, Newport, Jackson, AR",35.608172,-91.265201
Newport,Jackson,Unity Health Harris Medical Center,870-523-8911,1205 McLain Street,"1205 McLain Street, Newport, Jackson, AR",35.608777950000004,-91.26520820110434
Beebe,White,Unity Health McAfee Medical Clinic,501-882-5433,710A DeWitt Henry Drive,"710A DeWitt Henry Drive, Beebe, White, AR",35.079142420607226,-91.89257034638368
Bradford,White,Unity Health Bradford Medical Clinic,501-344-8800,504 W Main Street,"504 W Main Street, Bradford, White, AR",35.425036,-91.460951
Searcy,White,Unity Health Westside Family Medical Clinic,501-268-3733,103 Woodlane Drive,"103 Woodlane Drive, Searcy, White, AR",35.24704130795275,-91.7609123355304
Searcy,White,Unity Health Family Practice Associates,501-268-3232,"3130 E Race, Ste 100","3130 E Race, Ste 100, Searcy, White, AR",35.2519,-91.697206
Clinton,Van Buren,Unity Health Red River Family Medicine,501-745-3033,175 Volunteers Parkway,"175 Volunteers Parkway, Clinton, Van Buren, AR",35.565492116806695,-92.4556928729279
Cabot,Lonoke,Unity Health North Cabot Family Medicine,501-843-5757,1911 N. 2nd Street,"1911 N. 2nd Street, Cabot, Lonoke, AR",34.98593869387755,-92.00341659183674
Cabot,Lonoke,Unity Health Medical Clinic of Cabot,501-941-3345,2251 Bill Foster Memorial Highway,"2251 Bill Foster Memorial Highway, Cabot, Lonoke, AR",34.94015405292866,-92.0403859320882
Searcy,White,Unity Health Searcy Medical Center West,501-278-2800,2505 West Beebe Capps Expressway,"2505 West Beebe Capps Expressway, Searcy, White, AR",35.24734250423527,-91.77214110878468
Searcy,White,Unity Health Searcy Medical Center,501-278-2800,2900 Hawkins Drive,"2900 Hawkins Drive, Searcy, White, AR",35.2526666,-91.70345480036512
Searcy,White,Unity Health White County Medical Center,501-380-1380,3214 East Race Ave,"3214 East Race Ave, Searcy, White, AR",35.252038,-91.69718629674723
Mount ida,Montgomery,Mt Ida Pharmacy,870-867-3174,74; hwy 270 east,"74; hwy 270 east, Mount ida, Montgomery, AR",34.55676,-93.63408
Hot Springs,Garland,National Park Medical Center,501-620-1401,1910 Malvern Ave,"1910 Malvern Ave, Hot Springs, Garland, AR",34.4863603,-93.03577209111188
Little Rock,Pulaski,Little Rock Allergy & Asthma Clinic,501-978-7158,18 Corporate Hill Drive,"18 Corporate Hill Drive, Little Rock, Pulaski, AR",34.7528817255937,-92.38637902567912
Conway,Faulkner,Sav-On Drugs of AR,501-327-6777,1014 Harkrider St,"1014 Harkrider St, Conway, Faulkner, AR",35.09241,-92.43632301571476
Star City,Lincoln,Doctor's Orders Pharmacy 3 Star City,870-628-4004,500 S Lincoln,"500 S Lincoln, Star City, Lincoln, AR",33.9379,-91.84412
White Hall,Jefferson,Doctor's Orders Pharmacy 1 White Hall,870-850-8010,7240 Sheridan Road,"7240 Sheridan Road, White Hall, Jefferson, AR",34.2567422020202,-92.093339979798
Pine Bluff,Jefferson,Doctor's Orders Pharmacy 2 Pine Bluff,870-671-4914,2302 W 28th Avenue,"2302 W 28th Avenue, Pine Bluff, Jefferson, AR",34.20174673469388,-92.02608153061225
White Hall,Jefferson,White Hall Family Medicine,870-247-9499,1400 Claud Road,"1400 Claud Road, White Hall, Jefferson, AR",34.262223,-92.106432
Walnut Ridge,Lawrence,Economed of Walnut Ridge,870-886-5200,1045 W Main,"1045 W Main, Walnut Ridge, Lawrence, AR",33.056677,-91.576199
Fort Smith,Sebastian,Prince Drug Store Inc,479-782-9210,1112 Towson Ave,"1112 Towson Ave, Fort Smith, Sebastian, AR",35.373295816326525,-94.42145420408164
Clarksville,Johnson,Clarksville Family Pharmacy,479-647-3138,510 S. Rogers St.,"510 S. Rogers St., Clarksville, Johnson, AR",35.46541120833333,-93.45919258333332
North Little Rock,Pulaski,North Little Rock Women's Clinic,501-835-9444,3401 Springhill Drive,"3401 Springhill Drive, North Little Rock, Pulaski, AR",34.784106,-92.218784
Crossett,Ashley,Monticello Medical Clinic - Crossett,870-364-0000,201 Fairview,"201 Fairview, Crossett, Ashley, AR",33.14366744000815,-91.95393611907494
Star City,Lincoln,Monticello Medical Clinic - Star City,870-628-1388,1306 N. Lincoln Ave.,"1306 N. Lincoln Ave., Star City, Lincoln, AR",33.958650602405555,-91.84219204689047
Monticello,Drew,Monticello Medical Clinic,870-367-6867,906 Roberts Dr.,"906 Roberts Dr., Monticello, Drew, AR",33.60975572852482,-91.81753884102952
Monticello,Arkansas,Monticello Medical Clinic 2,870-460-4766,733 Roberts Dr.,"733 Roberts Dr., Monticello, Arkansas, AR",33.609623,-91.818248
Pine Bluff,Jefferson,Simmie Armstrong Jr. MD DBA Pine Bluff Medical Center,870-535-6461,1400 West 43rd Avenue,"1400 West 43rd Avenue, Pine Bluff, Jefferson, AR",34.18590993939394,-92.01652628282828
White Hall,Jefferson,"Mark Ramiro, MD PA",870-247-9499,1400 Claud Road,"1400 Claud Road, White Hall, Jefferson, AR",34.262223,-92.106432
Benton,Saline,Saline Memorial Hospital,501-776-6165,#1 Medical Park Drive,"#1 Medical Park Drive, Benton, Saline, AR",34.573669550000005,-92.58602121888538
Mayflower,Faulkner,Roland Drug Store #2,501-470-9627,600 State Hwy 365,"600 State Hwy 365, Mayflower, Faulkner, AR",34.962709,-92.423731
Little Rock,Pulaski,Fouir Seasons Allergy and Asthma,501-221-1956,11614 Huron Lane,"11614 Huron Lane, Little Rock, Pulaski, AR",34.766513230470665,-92.4012619902967
Conway,Faulkner,"Conway OB-GYN Clinic, PA",501-327-6547,2180 Ada Avenue,"2180 Ada Avenue, Conway, Faulkner, AR",35.08598506382728,-92.45512184024068
Newport,Jackson,iCareRx Pharmacy,870-523-5555,1117 McLain St,"1117 McLain St, Newport, Jackson, AR",35.60822445673963,-91.26629777459664
Crossett,Ashley,Gammel's Clinic Pharmacy,870-364-5100,909 Unity Rd,"909 Unity Rd, Crossett, Ashley, AR",33.136122041874806,-91.9511420461636
Decatur,Benton,Decatur Medi Clinic,479-752-3233,346 N Main Street,"346 N Main Street, Decatur, Benton, AR",36.3378328875,-94.4605544
Russellville,Pope,Cobb's Westside Pharmacy,479-968-7180,108 Skyline Drive,"108 Skyline Drive, Russellville, Pope, AR",35.287505499999995,-93.16770561469072
Glenwood,Pike,Woodard Family Pharmacy,870-356-2193,210 E Broadway,"210 E Broadway, Glenwood, Pike, AR",33.522453,-91.434494
Elkins,Washington,Harps Pharmacy #115,479-643-2319,1951 N. Center Street,"1951 N. Center Street, Elkins, Washington, AR",36.0264699,-94.022507
Cabot,Lonoke,Harps Pharmacy #114,501-843-3374,801 North 2nd Street,"801 North 2nd Street, Cabot, Lonoke, AR",34.979356,-92.011575
Siloam Springs,Benton,Harps Pharmacy #113,479-549-3200,201 Hwy 412 West,"201 Hwy 412 West, Siloam Springs, Benton, AR",34.572482,-92.552244
Greenbrier,Faulkner,Harps Pharmacy #111,501-679-0470,15 N Broadview Street,"15 N Broadview Street, Greenbrier, Faulkner, AR",35.23642230958109,-92.38787063494068
Green Forest,Carroll,Harps Pharmacy #103,870-438-5614,705 W. Main Street,"705 W. Main Street, Green Forest, Carroll, AR",36.33590551078903,-93.44576571529778
Waldron,Scott,Harps Pharmacy #180,479-637-1007,1350 West 6th Street,"1350 West 6th Street, Waldron, Scott, AR",34.897613750000005,-94.10587362884698
Van Buren,Crawford,Price Cutter Pharmacy #352,479-471-0800,120 Cloverleaf Plaza,"120 Cloverleaf Plaza, Van Buren, Crawford, AR",35.441731,-94.326925
Springdale,Washington,Harps Pharmacy #119,479-751-0882,2894 West Sunset,"2894 West Sunset, Springdale, Washington, AR",36.1755724,-94.1609086
Morrilton,Conway,Harps Pharmacy #308,501-477-5048,100 S. St. Joseph Street,"100 S. St. Joseph Street, Morrilton, Conway, AR",35.1522,-92.74138
Hot Springs,Garland,Harps Pharmacy #391,501-760-1283,146 Thornton Ferry Road,"146 Thornton Ferry Road, Hot Springs, Garland, AR",34.50136,-93.126608
Brookland,Craighead,"Barkley Enterprises, Inc. dba The Pharmacy at Brookland",870-206-9920,406 Honeysuckle Lane,"406 Honeysuckle Lane, Brookland, Craighead, AR",35.91186,-90.58693
Mountain Home,Baxter,Baxter Regional,870-508-7450,628 Hospital Drive,"628 Hospital Drive, Mountain Home, Baxter, AR",36.3429767,-92.3956951
Conway,Faulkner,Harps Pharmacy #144,501-329-3733,1120 East German Lane,"1120 East German Lane, Conway, Faulkner, AR",35.092267728544634,-92.4011336524052
Mountain Home,Baxter,Baxter Regional Medical Center,870-508-1370,624 Hospital Dr,"624 Hospital Dr, Mountain Home, Baxter, AR",36.342414950000006,-92.39685273525356
HEBER SPRINGS,Cleburne,FAMILY DISCO PHARMACY,501-362-5853,120 SOUTH 4TH STREET,"120 SOUTH 4TH STREET, HEBER SPRINGS, Cleburne, AR",35.49137299103308,-92.03273929413808
Corning,Clay,Goodman Drug Company,870-857-0551,1109 West Main,"1109 West Main, Corning, Clay, AR",35.137715,-91.776321
Little Rock,Pulaski,Arkansas Allergy & Asthma Clinic,501-227-5210,5 Executive Center Court,"5 Executive Center Court, Little Rock, Pulaski, AR",34.737604408163264,-92.4044184489796
Helena,Phillips,Helena Family Health Center,870-817-0122,513 Porter Street,"513 Porter Street, Helena, Phillips, AR",34.5278862,-90.5897507
Trumann,Poinsett,Trumann Family Health Center,870-483-1025,417 West Main Street,"417 West Main Street, Trumann, Poinsett, AR",35.671994772727274,-90.5129499090909
Blytheville,Mississippi,Healthy Partners,870-532-6001,605 North 2nd Street,"605 North 2nd Street, Blytheville, Mississippi, AR",35.9330639,-89.904673
